Company,TypeName,Inches,screen_resolution,has_ips_panel,is_touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,total_pixels
Dell,Gaming,15.6,4k Ultra HD,1,1,,3840,Intel,Core i7,2.6,16,,128,Nvidia, GeForce GTX 960M,windows,2.7,58555,8294400
samsung,Ultrabook,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.7,8,SSD,256,Intel, HD Graphics 620,windows,1.3,85195,2073600
,Notebook,15.6,,0,0,,1366,Intel,Pentium Quad,1.1,4,,1024,Intel, HD Graphics 505,,2.1,15877,1049088
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Ietnl,Core i7,2.7,16,,0,AMD, Radeon R7 M445,windows,2.3,62938,2073600
Samsung,2 in 1 Convertible,15,Full HD,0,1,1080,1920,Intel,Core i7,2.7,16,,256,AMD, Radeon 540,windows,1.7,95851,2073600
Toshiba,Notebook,14,,1,0,768,1366,Intel,Core i5,2.3,4,,128,Intel, HD Graphics 520,windows,1.8,54346,1049088
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,1024,Nvidia, GeForce GTX 1050,windows,2.6,-58555,2073600
,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Ientl,Core i7,2.7,30,,2048,Nvidia, GeForce 940MX,,2.3,44702,2073600
Lenovo,Notebook,15.6,4k Ultra HD,0,0,2160,3840,Intel,Core i7,2.7,16,,512,Nvidia, Quadro M2000M,windows,2.5,126274,8294400
Acer,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i3,2.4,4,,128,Intel, HD Graphics 620,windows,1.8,33886,2073600
,Gaming,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,512,Nvidia, GeForce GTX 1060,,2,154459,2073600
asus,Notebook,15.6,,0,0,1080,1920,Intel,Pentium Dual,1.1,8,,128,Intel, HD Graphics 505,windows,,31004,2073600
Dell,Gaming,17.3,Full HD,1,0,1080,1920,Ietnl,Core i7,2.8,80,Hybrid,1024,Nvidia, GeForce GTX 1070M,windows,4.4,191211,2073600
Asus,Gaming,17.3,Full HD,1,0,1080,1920,Ientl,Core i7,2.6,16,,256,Nvidia, GeForce GTX 1070,windows,4.3,125208,2073600
Toshiba,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.6,16,,512,Nvidia, GeForce 930M,windows,,93986,2073600
lenovo,Notebook,15.6,,0,0,768,1366,Intel,Celeron Quad,1.6,8,,1024,Intel, HD Graphics 405,,2.2,17529,1049088
Lenovo,Ultrabook,14,Full HD,0,0,1080,1920,Itnel,Core i7,2.7,16,SSD,512,Intel, HD Graphics 620,windows,1.7,122491,2073600
msi,Gaming,14,Full HD,1,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,Nvidia, GeForce GTX 1060,windows,1.6,100752,2073600
MSI,Gaming,15.6,Full HD,0,0,1080,1920,Itenl,Core i5,2.5,8,,128,Nvidia, GeForce GTX 1050,windows,2.2,58022,2073600
Lenovo,Gaming,15.6,Full HD,1,0,,1920,Itenl,Core i7,2.8,4,,1024,Nvidia, GeForce GTX 1050,windows,2.4,53227,2073600
acer,Gaming,17.3,Full HD,1,0,1080,1920,Inetl,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1060,windows,4.2,122491,2073600
dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Nvidia, GeForce GTX 1050,windows,2.6,524810,2073600
Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,128,Nvidia, GeForce GTX1060,windows,2.2,71342,2073600
Vero,Notebook,14,,0,0,1080,1920,Intel,Celeron Dual,1.1,4,Flash Storage,32,Intel, HD Graphics 500,windows,1.2,10811,2073600
Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Ietnl,Core i7,2.7,8,,512,Intel, HD Graphics 620,windows,1.4,104962,2073600
Lenovo,2 in 1 Convertible,15.6,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,,256,AMD, Radeon R7 M460,windows,2.1,51096,2073600
Apple,Ultrabook,12,,1,0,,2304,Ietnl,Core M,1.2,,Flash Storage,512,Intel, HD Graphics 5300,macos,,62071,3317760
Lenovo,2 in 1 Convertible,14,,1,1,1440,2560,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.4,-124142,3686400
,Notebook,14,,0,0,768,1366,Intel,Celeron Dual,1.1,4,,32,Intel, HD Graphics 500,,1.6,15931,1049088
dell,Notebook,15.6,,0,0,,1366,Itenl,Core i5,2.5,,,128,Intel, HD Graphics 620,windows,2,43157,1049088
lenovo,2 in 1 Convertible,13.9,Full HD,1,1,1080,1920,Ientl,Core i7,2.7,8,SSD,256,Intel, HD Graphics 620,windows,1.4,71875,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,8,SSD,256,AMD, Radeon R5 M420X,windows,2,39374,2073600
HP,Workstation,15.6,Full HD,0,0,1080,1920,Inetl,Core i7,2.8,8,,256,Nvidia, Quadro M2200,windows,3.1,110018,2073600
Asus,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,2.4,58555,2073600
Dell,Ultrabook,13.3,Full HD,0,0,,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.3,79867,2073600
Dell,Notebook,15.6,4k Ultra HD,0,1,2160,3840,Intel,Core i5,2.5,8,,256,Nvidia, GeForce GTX 1050,windows,2.1,93187,8294400
dell,Netbook,11.6,,0,0,768,1366,Intel,Pentium Quad,1.1,4,,128,Intel, HD Graphics 505,windows,1.6,39640,1049088
HP,Netbook,12.5,,0,0,,1366,Intel,Core i5,2.6,8,,256,Intel, HD Graphics 620,windows,1.3,74006,1049088
Toshiba,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.3,4,,500,Intel, HD Graphics 520,windows,2.1,41558,1049088
HP,Notebook,15.6,,0,0,768,1366,AMD,A12-Series 9700P,2.5,8,HDD,2048,AMD, Radeon R7 Graphics,windows,2,33513,1049088
,Gaming,15.6,4k Ultra HD,0,0,2160,3840,Ientl,Core i7,2.8,16,,-512,Nvidia, GeForce GTX 1050 Ti,,2.6,89457,8294400
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,1024,Nvidia, GeForce 920M,windows,2.4,32448,2073600
hp,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,12,,1024,AMD, Radeon RX 580,windows,3.7,93187,2073600
MSI,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,512,Nvidia, GeForce GTX 1070,windows,2.9,128671,2073600
Samsung,Ultrabook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,0.8,79867,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,1024,Nvidia, GeForce GT 940MX,windows,2,51202,2073600
Dell,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i5,2.5,8,SSD,256,AMD, Radeon R5 M420,windows,2.2,42081,2073600
Lenovo,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.3,99048,2073600
razer,Ultrabook,12.5,4k Ultra HD,1,1,2160,3840,Intel,Core i7,2.5,16,,512,Intel, HD Graphics 620,windows,1.3,95851,8294400
HP,Netbook,11.6,,0,0,768,1366,Ietnl,Celeron Dual,1.6,4,Flash Storage,16,Intel, HD Graphics 400,other,,20513,1049088
Dell,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.8,,,128,Nvidia, GeForce GTX 1060,windows,4.4,133467,2073600
dell,Notebook,14,,0,0,768,1366,Intel,Core i5,2.3,4,HDD,500,Intel, HD Graphics 520,windows,1.8,40226,1049088
Lenovo,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,windows,2.1,26102,1049088
Toshiba,Ultrabook,14,,0,0,768,1366,Intel,Core i5,2.5,4,,128,Intel, HD Graphics 620,windows,1.3,58075,1049088
lenovo,Ultrabook,14,Full HD,1,0,,1920,Intel,Core i7,2.7,8,,512,Intel, HD Graphics 620,windows,1.1,133147,2073600
msi,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,-256,Nvidia, GeForce GTX 1050,windows,2.4,63883,2073600
Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.1,99900,2073600
Toshiba,Notebook,14,,0,0,768,1366,Intel,Pentium Dual,2.1,4,,128,Intel, HD Graphics 510,windows,1.8,26587,1049088
Asus,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.1,72354,2073600
dell,Notebook,14,,0,0,768,1366,Intel,Core i3,2,4,,500,Intel, HD Graphics 520,windows,1.8,31169,1049088
acer,Netbook,11.6,,1,0,768,1366,Intel,Celeron Dual,1.6,4,Flash Storage,32,Intel, HD Graphics 400,other,1.4,18914,1049088
Acer,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i3,2.4,8,,128,Intel, HD Graphics 620,windows,1.5,32980,2073600
Razer,Gaming,17.3,4k Ultra HD,0,1,2160,3840,Intel,Core i7,2.9,32,,512,Nvidia, GeForce GTX 1080,windows,3.5,292987,8294400
Lenovo,Ultrabook,14,Quad HD +,1,0,,2560,Intel,Core i7,2.6,16,,512,Intel, HD Graphics 520,windows,1.1,111835,3686400
Asus,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,HDD,1024,Nvidia, GeForce 920,linux,2.1,27652,2073600
,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.3,,SSD,256,Intel, HD Graphics 520,,,63190,2073600
lenovo,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.6,20,,256,Intel, HD Graphics 620,windows,1.3,87912,2073600
dell,Gaming,15.6,Full HD,0,0,1080,1920,Inetl,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1070,windows,3.2,147832,2073600
asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,256,Nvidia, GeForce GTX 1070,windows,2.9,128884,2073600
toshiba,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2.4,4,,500,Intel, HD Graphics 620,windows,,35644,1049088
Lenovo,Notebook,14,,0,0,768,1366,Intel,Celeron Quad,1.6,4,Flash Storage,16,Intel, HD Graphics 400,other,1.5,17316,1049088
,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i5,2.5,8,,128,Intel, HD Graphics 620,,2.3,31435,2073600
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.6,16,,512,Nvidia, GeForce GTX 1060,windows,2.7,95851,2073600
dell,Gaming,17.3,Full HD,1,0,1080,1920,Itnel,Core i7,2.8,32,,512,Nvidia, GeForce GTX 1070,windows,4.4,163724,2073600
hp,Notebook,17.3,,0,0,900,1600,Intel,Core i5,2.5,8,,1024,Nvidia, GeForce 930MX,windows,2.6,48485,1440000
Dell,Notebook,15.6,,0,0,,1366,Intel,Core i5,2.5,8,,128,Intel, HD Graphics 620,windows,2.2,38041,1049088
HP,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.5,,,512,Intel, HD Graphics 520,windows,1.5,99634,2073600
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,4,,256,AMD, Radeon R5 M420,,2.2,39374,2073600
HP,2 in 1 Convertible,11.6,,0,1,768,1366,Intel,Celeron Dual,1.1,4,,32,Intel, HD Graphics 500,other,1.4,32767,1049088
,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.3,8,,512,Nvidia, GeForce 940M,,1.5,54665,2073600
HP,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.3,121319,2073600
hp,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.5,8,,512,Intel, HD Graphics 520,windows,1.5,78215,2073600
HP,Notebook,15.6,,0,0,768,1366,Ietnl,Celeron Dual,1.6,4,SSD,128,Intel, HD Graphics 400,,1.9,-15931,1049088
Asus,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,128,Nvidia, GeForce GTX 1060,windows,2.1,101179,2073600
Dell,Notebook,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.7,,,1024,AMD, Radeon R7 M445,linux,2.8,46087,2073600
lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.8,8,SSD,256,Nvidia, GeForce GT 940MX,windows,2,101392,2073600
Asus,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,,256,Nvidia, GeForce GTX 930MX,windows,,-41931,2073600
dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,SSD,128,Intel, HD Graphics 620,windows,1.9,50350,2073600
Asus,Notebook,15.6,,0,0,768,1366,Inetl,Pentium Quad,1.1,4,,1024,Intel, HD Graphics 505,windows,2,23923,1049088
HP,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,2.8,8,SSD,256,Intel, HD Graphics 620,windows,1.3,136344,2073600
Dell,Notebook,13.3,Full HD,0,1,,1920,Intel,Core i5,2.3,8,,1024,Intel, HD Graphics 520,windows,1.6,-34579,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,1024,Intel, HD Graphics 520,,2.2,24988,2073600
Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,1024,Intel, HD Graphics 620,windows,2.3,45323,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,8,,256,AMD, Radeon R7 M465,windows,1.8,71875,2073600
Toshiba,Notebook,13.3,Full HD,0,0,,1920,Intel,Core i5,2.5,4,SSD,-128,Intel, HD Graphics 620,windows,1.1,68465,2073600
Lenovo,Gaming,15.6,Full HD,1,0,,1920,Itenl,Core i5,2.5,8,,1024,Nvidia, GeForce GTX 1050,,2.5,54186,2073600
Dell,Ultrabook,13.3,Quad HD +,0,1,1800,3200,Intel,Core i7,2.5,16,,512,Intel, Iris Plus Graphics 640,windows,1.3,119347,5760000
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.3,4,HDD,500,Intel, HD Graphics 520,windows,2.1,48485,2073600
,Ultrabook,13.3,,0,0,768,1366,Intel,Core i5,2.3,8,SSD,256,Intel, HD Graphics 520,,1.2,58342,1049088
Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,,256,Intel, HD Graphics 620,windows,1.4,103896,2073600
Acer,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics 620,windows,1.6,48059,2073600
Dell,Workstation,15.6,Full HD,0,0,,1920,Intel,Core i7,2.8,8,HDD,1024,Nvidia, Quadro M620,windows,2.2,94732,2073600
Lenovo,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,,500,Intel, HD Graphics 620,windows,2.4,56210,1049088
,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2,4,,1024,AMD, Radeon R5 M430,,2.2,25521,2073600
,Notebook,15.6,Full HD,1,0,1080,1920,Ietnl,Core i7,2.7,8,,256,Intel, HD Graphics 620,,2,73953,2073600
Lenovo,Notebook,13.3,Full HD,1,0,1080,1920,Intel,Core i3,2.4,4,,180,Intel, HD Graphics 620,windows,1.4,39161,2073600
Samsung,Ultrabook,15,Full HD,0,0,1080,1920,Ientl,Core i7,2.7,16,,256,Nvidia, GeForce 940MX,windows,1.2,98515,2073600
Dell,Ultrabook,12.5,Full HD,0,0,,1920,Intel,Core i7,2.8,8,,256,Intel, HD Graphics 620,windows,1.6,90043,2073600
Asus,Notebook,15.6,,0,0,768,1366,Intel,Pentium Quad,1.1,4,,1024,Intel, HD Graphics 505,linux,2,21258,1049088
Xiaomi,Ultrabook,13.3,Full HD,1,0,1080,1920,Intel,Core i5,2.3,8,,256,Nvidia, GeForce 940MX,windows,1.3,49817,2073600
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,128,Nvidia, GeForce 940MX,windows,2.2,48618,2073600
HP,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,256,Intel, HD Graphics 620,windows,2,44702,2073600
HP,2 in 1 Convertible,13.3,Full HD,0,1,,1920,Intel,Core i5,2.5,4,SSD,256,Intel, HD Graphics 620,windows,1.3,90576,2073600
HP,2 in 1 Convertible,15.6,,0,1,768,1366,Intel,Core i5,2.5,4,,500,Intel, HD Graphics 620,windows,2.3,36486,1049088
asus,Notebook,14.1,,0,0,768,1366,Itnel,Celeron Dual,1.1,4,,32,Intel, HD Graphics 500,windows,,18541,1049088
,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.5,8,,1024,Nvidia, GeForce 940MX,,2.2,35644,2073600
dell,Notebook,15.6,,0,0,,1366,Intel,Pentium Quad,1.6,4,HDD,500,Intel, HD Graphics,windows,2.2,19660,1049088
hp,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,2.5,4,,256,Intel, HD Graphics 620,windows,1.3,95851,2073600
dell,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,,1024,AMD, Radeon R5 M420X,linux,,24280,1049088
Asus,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,12,Hybrid,128,Nvidia, GeForce GTX 1050,windows,2.2,72988,2073600
Acer,Netbook,11.6,,1,0,768,1366,Intel,Celeron Dual,1.6,,,32,Intel, HD Graphics 400,other,1.3,15824,1049088
Lenovo,Notebook,17.3,,0,0,900,1600,AMD,A4-Series 7210,2.2,4,HDD,500,AMD, Radeon R3,windows,2.8,20193,1440000
HP,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,SSD,128,Intel, HD Graphics 620,windows,2,67399,2073600
HP,2 in 1 Convertible,13.3,Quad HD +,0,1,1800,3200,Intel,Core i7,2.7,40,,256,Intel, HD Graphics 620,windows,1.4,74539,5760000
samsung,Ultrabook,15,Full HD,0,0,,1920,Inetl,Core i7,2.7,8,SSD,256,Intel, HD Graphics 620,windows,1.2,90523,2073600
Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,-256,Intel, HD Graphics 620,windows,1.3,95851,2073600
MSI,Gaming,17.3,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.6,16,,-512,Nvidia, GeForce GTX 1060,windows,2.4,141139,8294400
Toshiba,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,8,,256,Intel, HD Graphics 620,windows,1.1,78588,2073600
dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,1024,Nvidia, GeForce GTX 1050Ti,linux,2.6,49497,2073600
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,-1024,Nvidia, GeForce 930MX,windows,,47952,2073600
Dell,Notebook,15.6,,0,0,,1366,Intel,Core i3,2,4,,1024,AMD, Radeon R5 M420X,windows,2.2,32714,1049088
Dell,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i5,2.6,20,,-500,Intel, HD Graphics 620,windows,1.9,49817,2073600
Dell,2 in 1 Convertible,13.3,Quad HD +,0,1,1800,3200,Intel,Core i7,1.3,8,,512,Intel, HD Graphics 615,windows,1.2,107258,5760000
Asus,Gaming,17.3,Full HD,1,0,1080,1920,Intel,Core i7,2.7,32,,256,Nvidia, GeForce GTX 980M,windows,3.6,68145,2073600
Dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i7,1.3,16,SSD,256,Intel, HD Graphics 615,windows,1.2,87859,2073600
,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,Flash Storage,256,Intel, HD Graphics 620,,1.1,109171,2073600
Lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Core i5,2.5,8,,512,Intel, HD Graphics 620,windows,2,104588,2073600
,Ultrabook,15.6,Full HD,1,1,1080,1920,Intel,Core i7,2.7,16,,512,Intel, HD Graphics 620,,1.1,111835,2073600
HP,Netbook,12.5,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,SSD,512,Intel, HD Graphics 620,windows,1.3,79014,2073600
acer,Notebook,15.6,Full HD,1,0,1080,1920,Intel,Celeron Dual,1.5,4,Flash Storage,16,Intel, HD Graphics,other,2.2,19128,2073600
lenovo,Notebook,15.6,Full HD,1,0,1080,1920,Ietnl,Core i5,2.3,8,,128,Nvidia, GeForce GTX 960M,windows,2.6,42038,2073600
LG,Ultrabook,14,Full HD,1,1,1080,1920,Intel,Core i7,2.7,8,,512,Intel, HD Graphics 620,windows,1,101179,2073600
dell,Notebook,14,Full HD,0,0,1080,1920,Intel,Core i5,2.8,20,,256,Intel, HD Graphics 620,windows,1.6,64202,2073600
,Ultrabook,12.5,4k Ultra HD,0,1,2160,3840,Intel,Core M,1.2,,SSD,240,Intel, HD Graphics 515,,1.1,165168,8294400
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,6,,256,Nvidia, GeForce 940MX,windows,2.2,42038,2073600
hp,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,256,Nvidia, GeForce 930MX,windows,,54292,2073600
acer,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i3,2.4,,HDD,1024,Intel, HD Graphics 620,windows,2.4,26587,2073600
Lenovo,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,4,,128,Intel, HD Graphics 620,windows,1.4,46940,2073600
,Notebook,13.3,Full HD,0,0,1080,1920,Intel,Core i5,2.5,20,,256,Intel, HD Graphics 620,,1.5,51149,2073600
msi,Gaming,17.3,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,Hybrid,256,Nvidia, GeForce GTX 1050 Ti,windows,2.7,85195,2073600
Dell,Gaming,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.8,16,,-128,Nvidia, GeForce GTX 1050 Ti,windows,,71875,2073600
MSI,Gaming,15.6,Full HD,0,0,1080,1920,Itenl,Core i5,2.5,8,,128,Nvidia, GeForce GTX 1050,windows,2.2,59669,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,,1024,AMD, Radeon R5 M420,windows,2.2,36496,1049088
HP,Ultrabook,15.6,Full HD,0,0,1080,1920,Ientl,Core i7,2.5,8,,-256,AMD, Radeon R7 M365X,windows,1.8,69104,2073600
Lenovo,2 in 1 Convertible,13.3,Full HD,1,1,1080,1920,Intel,Core i5,2.5,,,512,Intel, HD Graphics 620,windows,,97236,2073600
dell,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.3,4,,-500,Intel, HD Graphics 520,windows,2,38889,1049088
lenovo,Ultrabook,12.5,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,SSD,256,Intel, HD Graphics 620,windows,1.4,87912,2073600
HP,Notebook,15.6,Full HD,0,0,,1920,Intel,Core i5,2.3,8,,256,Intel, HD Graphics 520,windows,2.3,62071,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,,HDD,1024,Intel, HD Graphics 620,windows,2.2,37725,1049088
hp,Notebook,14,,0,0,768,1366,Intel,Core i5,2.3,4,HDD,500,Intel, HD Graphics 520,windows,2,61219,1049088
Lenovo,Notebook,15.6,,0,0,768,1366,Intel,Pentium Quad,1.1,4,,1024,Intel, HD Graphics 505,windows,,16464,1049088
HP,Ultrabook,12.5,Full HD,0,0,1080,1920,Intel,Core i5,2.3,,,500,Intel, HD Graphics 520,windows,,84129,2073600
HP,Notebook,15.6,,0,0,768,1366,Intel,Celeron Dual,1.6,4,,1024,Intel, HD Graphics 400,,1.9,15393,1049088
Lenovo,2 in 1 Convertible,13.3,Quad HD +,1,1,1800,3200,Intel,Core i7,2.2,16,,1024,Intel, Iris Graphics 540,windows,1.3,95851,5760000
toshiba,Notebook,14,Full HD,1,0,1080,1920,Intel,Core i5,2.3,4,,128,Intel, HD Graphics 520,windows,,58874,2073600
HP,Netbook,12.5,Full HD,0,0,1080,1920,Inetl,Core i5,2.3,8,,256,Intel, HD Graphics 520,windows,1.3,88924,2073600
Dell,Notebook,15.6,,0,0,768,1366,Intel,Core i3,2,4,HDD,1024,Intel, HD Graphics 520,windows,2.2,29762,1049088
MSI,Gaming,15.6,Full HD,0,0,1080,1920,Ientl,Core i7,2.8,8,,128,Nvidia, GeForce GTX 1050,windows,2.2,63883,2073600
Dell,Gaming,17.3,,0,0,1440,2560,Ientl,Core i7,2.7,16,,512,Nvidia, GeForce GTX 1080,windows,4.4,146946,3686400
HP,Gaming,17.3,Full HD,1,0,1080,1920,Itnel,Core i5,2.3,20,Hybrid,128,Nvidia, GeForce GTX 965M,windows,2.8,74539,2073600
,Notebook,17.3,,0,0,900,1600,Intel,Pentium Quad,1.6,4,,1024,Nvidia, GeForce 920MX,,,28238,1440000
,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.5,4,,500,Intel, HD Graphics 620,,2.2,32980,1049088
Toshiba,Notebook,15.6,,0,0,768,1366,Intel,Core i5,2.3,,,256,Intel, HD Graphics 520,windows,2.2,59620,1049088
Lenovo,2 in 1 Convertible,11.3,Full HD,1,1,1080,1920,Intel,Core M,1.2,8,,256,Intel, HD Graphics 515,windows,1.1,-69211,2073600
Lenovo,Gaming,15.6,Full HD,1,0,1080,1920,AMD,FX 8800P,2.1,16,,512,AMD, Radeon R9 M385,windows,2.5,53227,2073600
dell,Ultrabook,12.5,Full HD,0,1,1080,1920,Intel,Core i5,2.5,8,SSD,256,Intel, HD Graphics,windows,1.4,78439,2073600
Lenovo,Notebook,15.6,Full HD,0,0,1080,1920,Intel,Core i7,2.7,8,,1024,Nvidia, GeForce 920MX,,2.2,36497,2073600
Dell,Notebook,17.3,,0,0,900,1600,Ietnl,Core i3,2,4,,1024,AMD, Radeon R7 M445,windows,2.4,35112,1440000
acer,Notebook,14,,0,0,768,1366,Intel,Celeron Dual,1.6,4,,32,Intel, HD Graphics 400,other,1.7,18595,1049088
HP,Workstation,15.6,Full HD,1,0,1080,1920,Intel,Core i7,2.7,8,,8,Nvidia, Quadro M1000M,windows,2,119827,2073600
dell,Ultrabook,14,Full HD,0,0,1080,1920,Intel,Core i7,2.8,8,,256,Intel, HD Graphics 620,windows,1.4,94572,2073600
Toshiba,Notebook,13.3,Full HD,0,0,1080,1920,Inetl,Core i5,2.3,8,,256,Intel, HD Graphics 520,windows,1.2,77789,2073600
Asus,2 in 1 Convertible,12.5,Full HD,0,0,1080,1920,Intel,Core M,1.2,8,Flash Storage,64,Intel, HD Graphics 515,other,1.2,61752,2073600
Lenovo,Ultrabook,14,Full HD,1,0,1080,1920,Intel,Core i7,2.6,8,,256,Intel, HD Graphics 520,windows,1.7,79333,2073600
dell,Gaming,17.3,4k Ultra HD,1,0,2160,3840,Intel,Core i7,2.8,16,,512,Nvidia, GeForce GTX 1070,windows,4.4,168045,8294400
dell,2 in 1 Convertible,13.3,Full HD,0,1,1080,1920,Intel,Core i5,1.2,8,,256,Intel, HD Graphics 615,windows,1.2,101179,2073600
